Species_clean	tip_label	Directory Name	assembly	assem	Assembly name	NCBI accession	Taxonomic Lineage	contig N50 (bp)	scaffold N50 (bp)	No. ancestral genes with intact ORF	No. ancestral genes with missing sequences	PGA_all_CN	PGA_all_log1p	PGA_CN_primary	PGA_log1p	PGA_like_CN_primary	PGA_like_log1p	PAG_CN_primary	PAG_log1p	all	pga	pga_like	pag	Diet_Class	Diet_Group	Diet-Inv	Diet-Vend	Diet-Vect	Diet-Vfish	Diet-Vunk	Diet-Scav	Diet-Fruit	Diet-Nect	Diet-Seed	Diet-PlantO	plant_total_pct	plant_total_prop	plant_structural_prop	animal_total_pct	BodyMass-Value	log10_body_mass	Species	Common name	Other species names	Species Taxonomy ID	Source of assembly	NCBI assembly name	NCBI assembly status	Assembly submission date	Assembly submitter organization	No. ancestral genes with inactivating mutations	Scientific	Scientific_clean	High_Order_Diet	Use_High_Order_Diet	plant_dominant_pct	carnivore_pct	insectivore_pct	nectarivore_pct	plant_dominant_prop	carnivore_prop	insectivore_prop	nectarivore_prop	diet_total_pct	CNV_source_col	CNV	CNV_log1p
Budorcas taxicolor	Budorcas_taxicolor	Budorcas_taxicolor__takin__HLbudTax1__GCA_023091745.1	Budorcas_taxicolor__takin__HLbudTax1__GCA_023091745.1	Budorcas_taxicolor__takin__HLbudTax1__GCA_023091745.1	HLbudTax1	GCA_023091745.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Budorcas	64431831	101265939	15031	5	68	4.23410650459726	1	0.693147180559945	0	0	67	4.21950770517611	68	1	0	67	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	302000	5.48000694295715	Budorcas taxicolor	takin		37181	NCBI	Takin1.0	Chromosome	2022-04-22	Northwest A&F University	160	Budorcas taxicolor	Budorcas taxicolor	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	1	0.693147180559945
Ovis canadensis	Ovis_canadensis	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLoviCana3	GCF_042477335.2	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis	105224494	105224494	15055	6	72	4.29045944114839	1	0.693147180559945	0	0	71	4.27666611901606	72	1	0	71	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	74644.88	4.87300002419761	Ovis canadensis	Bighorn sheep		37174	NCBI	ARS-UI_OviCan_v2	Chromosome	2024-10-18	Sheep Pangenome	135	Ovis canadensis	Ovis canadensis	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	1	0.693147180559945
Ovis aries	Ovis_aries	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLoviArie7	GCA_040805955.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis	103395564	103395564	15042	9	71	4.27666611901606	1	0.693147180559945	0	0	70	4.26267987704132	71	1	0	70	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	50000	4.69897000433602	Ovis aries	Sheep	lambs,domestic sheep,wild sheep,Ovis orientalis aries,Ovis ammon aries,Ovis ovis	9940	NCBI	T2T-sheep1.0	Complete Genome	2024-07-22	China Agricultural University	145	Ovis aries	Ovis aries	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	1	0.693147180559945
Rupicapra rupicapra	Rupicapra_rupicapra	Rupicapra_rupicapra__Chamois__HLrupRup1__GCA_963981305.1	Rupicapra_rupicapra__Chamois__HLrupRup1__GCA_963981305.1	Rupicapra_rupicapra__Chamois__HLrupRup1__GCA_963981305.1	HLrupRup1	GCA_963981305.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Rupicapra	77662214	100920001	15044	8	62	4.14313472639153	1	0.693147180559945	0	0	61	4.12713438504509	62	1	0	61	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	26100	4.41664050733828	Rupicapra rupicapra	Chamois	Capra rupicapra	34869	NCBI	mRupRup1.1	Chromosome	2024-03-10	Centro Nacional de Análisis Genómico	144	Rupicapra rupicapra	Rupicapra rupicapra	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	1	0.693147180559945
Capricornis sumatraensis	Capricornis_sumatraensis	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLcapSum1	GCF_032405125.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Capricornis	100934918	112748084	15032	10	55	4.02535169073515	1	0.693147180559945	0	0	54	4.00733318523247	55	1	0	54	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	110942.22	5.04509685204312	Capricornis sumatraensis	Sumatran serow	Naemorhedus sumatraensis,Capricornis sumatrensis,Antilope sumatraensis	34865	NCBI	serow.2	Chromosome	2024-03-13	Northwest A&F University	154	Capricornis sumatraensis	Capricornis sumatraensis	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	1	0.693147180559945
Moschus berezovskii	Moschus_berezovskii	Moschus_berezovskii__Chinese_forest_musk_deer__HLmosBere4__GCA_049115385.1	Moschus_berezovskii__Chinese_forest_musk_deer__HLmosBere4__GCA_049115385.1	Moschus_berezovskii__Chinese_forest_musk_deer__HLmosBere4__GCA_049115385.1	HLmosBere4	GCA_049115385.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Moschidae; Moschus	91326797	111330059	14942	43	23	3.17805383034795	1	0.693147180559945	0	0	22	3.13549421592915	23	1	0	22	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	9000	3.95424250943932	Moschus berezovskii	Chinese forest musk deer		68408	NCBI	NW_MosBer_1.0	Chromosome	2025-03-28	Northwest A & F University	211	Moschus berezovskii	Moschus berezovskii	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	1	0.693147180559945
Sus scrofa	Sus_scrofa	Sus_scrofa__Pig__HLsusScro12__GCA_048338725.1	Sus_scrofa__Pig__HLsusScro12__GCA_048338725.1	Sus_scrofa__Pig__HLsusScro12__GCA_048338725.1	HLsusScro12	GCA_048338725.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Suina; Suidae; Sus	144930921	144930921	15065	8	19	2.99573227355399	1	0.693147180559945	0	0	18	2.94443897916644	19	1	0	18	Herbivore	Plant_dominant	10	0	0	0	10	10	0	0	10	60	70	0.7	0.6	30	96118.09	4.98280513218282	Sus scrofa	Pig	swine,Sus scrofa Pietrain,pigs,Sus scrofa LW,wild boar	9823	NCBI	T2T_pig1.0	Complete Genome	2025-03-05	China Agricultural University	123	Sus scrofa	Sus scrofa	Plant_dominant	TRUE	70	20	10	0	0.7	0.2	0.1	0	100	PGA_CN_primary	1	0.693147180559945
Phacochoerus africanus	Phacochoerus_africanus	Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	HLphaAfr1	GCA_016906955.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Suina; Suidae; Phacochoerus	10602503	141887063	14665	14	13	2.63905732961526	1	0.693147180559945	0	0	12	2.56494935746154	13	1	0	12	Herbivore	Plant_dominant	0	0	0	0	0	10	10	0	0	80	90	0.9	0.8	10	82500	4.91645394854993	Phacochoerus africanus	Common warthog	warthog	41426	NCBI	ROS_Pafr_v1	Chromosome	2021-02-19	The Roslin Institute	517	Phacochoerus africanus	Phacochoerus africanus	Plant_dominant	TRUE	90	10	0	0	0.9	0.1	0	0	100	PGA_CN_primary	1	0.693147180559945
Camelus dromedarius	Camelus_dromedarius	Camelus_dromedarius__Arabian_camel__HLcamDro3A__GCF_036321535.1	Camelus_dromedarius__Arabian_camel__HLcamDro3A__GCF_036321535.1	Camelus_dromedarius__Arabian_camel__HLcamDro3A__GCF_036321535.1	HLcamDro3A	GCF_036321535.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Tylopoda; Camelidae; Camelus	31216184	72991593	14827	70	2	1.09861228866811	1	0.693147180559945	0	0	1	0.693147180559945	2	1	0	1	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	601000	5.77887447200274	Camelus dromedarius	Arabian camel	dromedary,dromedary camel,dromedaries,one-humped camel,camel	9838	NCBI	mCamDro1.pat	Chromosome	2024-01-31	Vertebrate Genomes Project	299	Camelus dromedarius	Camelus dromedarius	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	1	0.693147180559945
Equus kiang	Equus_kiang	Equus_kiang__Kiang__HLequKian1__GCA_052150635.1	Equus_kiang__Kiang__HLequKian1__GCA_052150635.1	Equus_kiang__Kiang__HLequKian1__GCA_052150635.1	HLequKian1	GCA_052150635.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus	107027433	107027433	15130	2	11	2.484906649788	10	2.39789527279837	1	0.693147180559945	0	0	11	10	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	275000	5.43933269383026	Equus kiang	Kiang		94398	NCBI	ASM5215063v1	Complete Genome	2025-08-19	Inner Mongolia University	64	Equus kiang	Equus kiang	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	10	2.39789527279837
Equus caballus	Equus_caballus	Equus_caballus__Horse__HLequCaba4__GCF_041296265.1	Equus_caballus__Horse__HLequCaba4__GCF_041296265.1	Equus_caballus__Horse__HLequCaba4__GCF_041296265.1	HLequCaba4	GCF_041296265.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus	99223387	99223387	15126	4	11	2.484906649788	10	2.39789527279837	1	0.693147180559945	0	0	11	10	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	250000	5.39794000867204	Equus caballus	Horse	Equus przewalskii f. caballus,equine,Equus przewalskii forma caballus,domestic horse	9796	NCBI	TB-T2T	Chromosome	2024-08-16	University of Kentucky	66	Equus caballus	Equus caballus	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	10	2.39789527279837
Tapirus indicus	Tapirus_indicus	Tapirus_indicus__Asiatic_tapir__HLtapIndi3B__GCA_031878705.1	Tapirus_indicus__Asiatic_tapir__HLtapIndi3B__GCA_031878705.1	Tapirus_indicus__Asiatic_tapir__HLtapIndi3B__GCA_031878705.1	HLtapIndi3B	GCA_031878705.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Tapiridae; Tapirus	56553937	129754520	15095	10	11	2.484906649788	9	2.30258509299405	2	1.09861228866811	0	0	11	9	2	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	296250	5.47165835901816	Tapirus indicus	Asiatic tapir	Malayan tapir	9802	NCBI	mTapInd1.hap2	Chromosome	2023-09-25	Vertebrate Genomes Project	91	Tapirus indicus	Tapirus indicus	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	9	2.30258509299405
Otocyon megalotis	Otocyon_megalotis	Otocyon_megalotis__bat-eared_fox__HLotoMeg2	Otocyon_megalotis__bat-eared_fox__HLotoMeg2	Otocyon_megalotis__bat-eared_fox__HLotoMeg2	HLotoMeg2	DNA Zoo Consortium	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Otocyon	616011	68620662	14357	217	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Omnivore	Omnivore	50	20	0	0	10	0	0	0	0	20	20	0.2	0.2	80	4150.02	3.6180501896925	Otocyon megalotis	bat-eared fox		9624	DNA Zoo Consortium			2021-11-01		622	Otocyon megalotis	Otocyon megalotis	Omnivore	TRUE	20	30	50	0	0.2	0.3	0.5	0	100	PGA_CN_primary	1	0.693147180559945
Nyctereutes procyonoides	Nyctereutes_procyonoides	Nyctereutes_procyonoides__raccoon_dog__HLnycPro4__GCA_905146905.1	Nyctereutes_procyonoides__raccoon_dog__HLnycPro4__GCA_905146905.1	Nyctereutes_procyonoides__raccoon_dog__HLnycPro4__GCA_905146905.1	HLnycPro4	GCA_905146905.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Nyctereutes	35077230	53959811	14720	16	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Omnivore	Omnivore	20	10	30	0	0	0	30	0	10	0	40	0.4	0	60	4040	3.6063813651106	Nyctereutes procyonoides	raccoon dog	Canis procyonoides	34880	NCBI	NYPRO_anot_genome	Scaffold	2021-02-14	Senckenber Biodiversity and Climate Research Centre Frankfurt	460	Nyctereutes procyonoides	Nyctereutes procyonoides	Omnivore	TRUE	40	40	20	0	0.4	0.4	0.2	0	100	PGA_CN_primary	1	0.693147180559945
Lycaon pictus	Lycaon_pictus	Lycaon_pictus__African_hunting_dog__HLlycPict4A__GCA_040955705.1	Lycaon_pictus__African_hunting_dog__HLlycPict4A__GCA_040955705.1	Lycaon_pictus__African_hunting_dog__HLlycPict4A__GCA_040955705.1	HLlycPict4A	GCA_040955705.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Lycaon	39426608	64477381	15007	14	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Carnivore	Animal_dominant	0	100	0	0	0	0	0	0	0	0	0	0	0	100	22050.07	4.34340997251431	Lycaon pictus	African hunting dog	painted hunting dog,ornate wolf,Hyaena picta,African wild dog	9622	NCBI	LycPic1.final.hap2	Chromosome	2024-08-01	University of Copenhagen	175	Lycaon pictus	Lycaon pictus	Carnivore	TRUE	0	100	0	0	0	1	0	0	100	PGA_CN_primary	1	0.693147180559945
Canis latrans	Canis_latrans	Canis_latrans__Coyote__HLcanLat1__GCA_034620425.1	Canis_latrans__Coyote__HLcanLat1__GCA_034620425.1	Canis_latrans__Coyote__HLcanLat1__GCA_034620425.1	HLcanLat1	GCA_034620425.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis	42015997	64494502	13134	55	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Carnivore	Animal_dominant	0	60	0	10	0	30	0	0	0	0	0	0	0	100	13406.33	4.1273099054512	Canis latrans	Coyote		9614	NCBI	Cla-1	Chromosome	2023-12-27	Texas A&M University	2007	Canis latrans	Canis latrans	Carnivore	TRUE	0	100	0	0	0	1	0	0	100	PGA_CN_primary	1	0.693147180559945
Canis aureus	Canis_aureus	Canis_aureus__Golden_jackal__HLcanAure1__GCF_053574225.1	Canis_aureus__Golden_jackal__HLcanAure1__GCF_053574225.1	Canis_aureus__Golden_jackal__HLcanAure1__GCF_053574225.1	HLcanAure1	GCF_053574225.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis	56644425	68033816	15011	8	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Carnivore	Animal_dominant	10	50	10	10	10	0	10	0	0	0	10	0.1	0	90	10345.23	4.01474015054747	Canis aureus	Golden jackal		68724	NCBI	VMU_Caureus_v.1.0	Chromosome	2025-11-21	University of Veterinary Medicine	177	Canis aureus	Canis aureus	Carnivore	TRUE	10	80	10	0	0.1	0.8	0.1	0	100	PGA_CN_primary	1	0.693147180559945
Canis lupus	Canis_lupus	Canis_lupus__Gray_wolf__HLcanLup8__GCA_905319855.2	Canis_lupus__Gray_wolf__HLcanLup8__GCA_905319855.2	Canis_lupus__Gray_wolf__HLcanLup8__GCA_905319855.2	HLcanLup8	GCA_905319855.2	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis	34375412	65778685	14967	12	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Carnivore	Animal_dominant	0	100	0	0	0	0	0	0	0	0	0	0	0	100	32183.33	4.50763097841445	Canis lupus	Gray wolf	grey wolf	9612	NCBI	mCanLor1.2	Chromosome	2021-03-26	WELLCOME SANGER INSTITUTE	217	Canis lupus	Canis lupus	Carnivore	TRUE	0	100	0	0	0	1	0	0	100	PGA_CN_primary	1	0.693147180559945
Vulpes ferrilata	Vulpes_ferrilata	Vulpes_ferrilata__Tibetan_sand_fox__HLvulFer1__GCA_024500485.1	Vulpes_ferrilata__Tibetan_sand_fox__HLvulFer1__GCA_024500485.1	Vulpes_ferrilata__Tibetan_sand_fox__HLvulFer1__GCA_024500485.1	HLvulFer1	GCA_024500485.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Vulpes	52909674	133960477	15001	11	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Carnivore	Animal_dominant	0	100	0	0	0	0	0	0	0	0	0	0	0	100	5000	3.69897000433602	Vulpes ferrilata	Tibetan sand fox		561074	NCBI	ASM2450048v1	Chromosome	2022-08-01	Qufu Normal University	184	Vulpes ferrilata	Vulpes ferrilata	Carnivore	TRUE	0	100	0	0	0	1	0	0	100	PGA_CN_primary	1	0.693147180559945
Vulpes corsac	Vulpes_corsac	Vulpes_corsac__Corsac_fox__HLvulCor1__GCA_030463245.1	Vulpes_corsac__Corsac_fox__HLvulCor1__GCA_030463245.1	Vulpes_corsac__Corsac_fox__HLvulCor1__GCA_030463245.1	HLvulCor1	GCA_030463245.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Vulpes	41624634	132204642	15004	8	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Carnivore	Animal_dominant	20	70	0	0	0	0	0	0	0	10	10	0.1	0.1	90	2400	3.38021124171161	Vulpes corsac	Corsac fox	Canis corsac	9629	NCBI	zhanglab2022	Chromosome	2023-07-18	Qufu normal university	184	Vulpes corsac	Vulpes corsac	Carnivore	TRUE	10	70	20	0	0.1	0.7	0.2	0	100	PGA_CN_primary	1	0.693147180559945
Vulpes vulpes	Vulpes_vulpes	Vulpes_vulpes__Red_fox__HLvulVul3__GCA_048418805.1	Vulpes_vulpes__Red_fox__HLvulVul3__GCA_048418805.1	Vulpes_vulpes__Red_fox__HLvulVul3__GCA_048418805.1	HLvulVul3	GCA_048418805.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Vulpes	55675583	139969695	14866	36	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Carnivore	Animal_dominant	20	70	0	0	0	0	10	0	0	0	10	0.1	0	90	5476.17	3.73847692173294	Vulpes vulpes	Red fox	silver fox,Canis vulpes	9627	NCBI	VulVul3	Chromosome	2025-03-05	Texas A&M University	294	Vulpes vulpes	Vulpes vulpes	Carnivore	TRUE	10	70	20	0	0.1	0.7	0.2	0	100	PGA_CN_primary	1	0.693147180559945
Vulpes lagopus	Vulpes_lagopus	Vulpes_lagopus__Arctic_fox__HLvulLag2__GCF_018345385.1	Vulpes_lagopus__Arctic_fox__HLvulLag2__GCF_018345385.1	Vulpes_lagopus__Arctic_fox__HLvulLag2__GCF_018345385.1	HLvulLag2	GCF_018345385.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Vulpes	33460300	131537142	14805	17	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Carnivore	Animal_dominant	10	70	0	10	0	10	0	0	0	0	0	0	0	100	3584.37	3.55441283376475	Vulpes lagopus	Arctic fox	Alopex lagopus	494514	NCBI	ASM1834538v1	Chromosome	2021-05-12	Hebei Normal University of Science and Technology	374	Vulpes lagopus	Vulpes lagopus	Carnivore	TRUE	0	90	10	0	0	0.9	0.1	0	100	PGA_CN_primary	1	0.693147180559945
Urocyon cinereoargenteus	Urocyon_cinereoargenteus	Urocyon_cinereoargenteus__Gray_fox__HLuroCin1__GCA_032313775.1	Urocyon_cinereoargenteus__Gray_fox__HLuroCin1__GCA_032313775.1	Urocyon_cinereoargenteus__Gray_fox__HLuroCin1__GCA_032313775.1	HLuroCin1	GCA_032313775.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Urocyon	59386518	72908786	15007	13	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Carnivore	Animal_dominant	10	0	0	0	30	0	20	0	20	20	60	0.6	0.2	40	3833.72	3.58362039052026	Urocyon cinereoargenteus	Gray fox	Canis cinereoargenteus	55040	NCBI	UCinereo1.0	Chromosome	2023-10-04	Washington State University	176	Urocyon cinereoargenteus	Urocyon cinereoargenteus	Carnivore	TRUE	60	30	10	0	0.6	0.3	0.1	0	100	PGA_CN_primary	1	0.693147180559945
Mirounga leonina	Mirounga_leonina	Mirounga_leonina__Southern_elephant_seal__HLmirLeo1__GCA_011800145.1	Mirounga_leonina__Southern_elephant_seal__HLmirLeo1__GCA_011800145.1	Mirounga_leonina__Southern_elephant_seal__HLmirLeo1__GCA_011800145.1	HLmirLeo1	GCA_011800145.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Pinnipedia; Phocidae; Monachinae; Miroungini; Mirounga	197908	54232831	14775	78	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Omnivore	Omnivore	60	0	0	40	0	0	0	0	0	0	0	0	0	100	1600000	6.20411998265593	Mirounga leonina	Southern elephant seal		9715	NCBI	KU_Mleo_1.0	Scaffold	2020-03-31	Earth Biogenome Project	343	Mirounga leonina	Mirounga leonina	Omnivore	TRUE	0	40	60	0	0	0.4	0.6	0	100	PGA_CN_primary	1	0.693147180559945
Hydrurga leptonyx	Hydrurga_leptonyx	Hydrurga_leptonyx__Leopard_seal__HLhydLept1__GCA_050320145.1	Hydrurga_leptonyx__Leopard_seal__HLhydLept1__GCA_050320145.1	Hydrurga_leptonyx__Leopard_seal__HLhydLept1__GCA_050320145.1	HLhydLept1	GCA_050320145.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Pinnipedia; Phocidae; Monachinae; Lobodontini; Hydrurga	99454515	99454515	15021	10	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Insectivore	Animal_dominant	80	20	0	0	0	0	0	0	0	0	0	0	0	100	360000	5.55630250076729	Hydrurga leptonyx	Leopard seal	Phoca leptonyx	29086	NCBI	ASM5032014v1	Scaffold	2025-05-12	Hampton University	165	Hydrurga leptonyx	Hydrurga leptonyx	Insectivore	TRUE	0	20	80	0	0	0.2	0.8	0	100	PGA_CN_primary	1	0.693147180559945
Monachus monachus	Monachus_monachus	Monachus_monachus__Mediterranean_monk_seal__HLmonMona1__GCA_976986665.1	Monachus_monachus__Mediterranean_monk_seal__HLmonMona1__GCA_976986665.1	Monachus_monachus__Mediterranean_monk_seal__HLmonMona1__GCA_976986665.1	HLmonMona1	GCA_976986665.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Pinnipedia; Phocidae; Monachinae; Monachini; Monachus	90875510	157001452	15004	9	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Carnivore	Animal_dominant	20	0	0	80	0	0	0	0	0	0	0	0	0	100	292500	5.4661258704182	Monachus monachus	Mediterranean monk seal	Phoca monachus	248254	NCBI	mMonMoa1.1	Chromosome	2025-11-08	NBIS (National Bioinformatics Infrastructure Sweden)	183	Monachus monachus	Monachus monachus	Carnivore	TRUE	0	80	20	0	0	0.8	0.2	0	100	PGA_CN_primary	1	0.693147180559945
Phoca vitulina	Phoca_vitulina	Phoca_vitulina__harbor_seal__HLphoVit1__GCA_004348235.1	Phoca_vitulina__harbor_seal__HLphoVit1__GCA_004348235.1	Phoca_vitulina__harbor_seal__HLphoVit1__GCA_004348235.1	HLphoVit1	GCA_004348235.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Pinnipedia; Phocidae; Phocinae; Phoca	283887	41024070	14779	70	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Carnivore	Animal_dominant	20	0	0	80	0	0	0	0	0	0	0	0	0	100	1e+05	5	Phoca vitulina	harbor seal		9720	NCBI	GSC_HSeal_1.0	Scaffold	2019-02-11	Canada's Genome Enterprise (CGEN)	347	Phoca vitulina	Phoca vitulina	Carnivore	TRUE	0	80	20	0	0	0.8	0.2	0	100	PGA_CN_primary	1	0.693147180559945
Eumetopias jubatus	Eumetopias_jubatus	Eumetopias_jubatus__Steller_sea_lion__HLeumJub1__GCA_004028035.1	Eumetopias_jubatus__Steller_sea_lion__HLeumJub1__GCA_004028035.1	Eumetopias_jubatus__Steller_sea_lion__HLeumJub1__GCA_004028035.1	HLeumJub1	GCA_004028035.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Pinnipedia; Otariidae; Eumetopias	242372	14018600	14688	121	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Carnivore	Animal_dominant	0	0	0	100	0	0	0	0	0	0	0	0	0	100	310000	5.49136169383427	Eumetopias jubatus	Steller sea lion	Phoca jubata,northern sea lion	34886	NCBI	ASM402803v1	Scaffold	2019-01-15	Canada's Genomic Enterprise	387	Eumetopias jubatus	Eumetopias jubatus	Carnivore	TRUE	0	100	0	0	0	1	0	0	100	PGA_CN_primary	1	0.693147180559945
Zalophus californianus	Zalophus_californianus	Zalophus_californianus__California_sea_lion__HLzalCal1__GCA_009762305.1	Zalophus_californianus__California_sea_lion__HLzalCal1__GCA_009762305.1	Zalophus_californianus__California_sea_lion__HLzalCal1__GCA_009762305.1	HLzalCal1	GCA_009762305.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Pinnipedia; Otariidae; Zalophus	60554208	146931682	14139	11	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Omnivore	Omnivore	40	0	0	60	0	0	0	0	0	0	0	0	0	100	80000	4.90308998699194	Zalophus californianus	California sea lion	California sealion	9704	NCBI	mZalCal1.pri	Chromosome	2019-12-18	Vertebrate Genomes Project	1046	Zalophus californianus	Zalophus californianus	Omnivore	TRUE	0	60	40	0	0	0.6	0.4	0	100	PGA_CN_primary	1	0.693147180559945
