id	header	gene	species	cluster_best	cluster_at_ngenes
mm10.ENSMUST00000025647_Pga5_18145_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	mm10.ENSMUST00000025647#Pga5#18145#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	Pga5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_354439_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000013786#PAG7#354439#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG7	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000038954_PAG21_137068_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000038954#PAG21#137068#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG21	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.NM_176625_PAG16_299493_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.NM_176625#PAG16#299493#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG16	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_255913_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000013786#PAG7#255913#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG7	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000063428_ENSBTAG00000051196_37311_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000063428#ENSBTAG00000051196#37311#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	ENSBTAG00000051196	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000038878_PAG6_1853_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000038878#PAG6#1853#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG6	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_967_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000013786#PAG7#967#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG7	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_77_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000013786#PAG7#77#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG7	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.XM_024987413_ENSBTAG00000046686_95_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.XM_024987413#ENSBTAG00000046686#95#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	ENSBTAG00000046686	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000030188_ENSBTAG00000024611_28727_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000030188#ENSBTAG00000024611#28727#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	ENSBTAG00000024611	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.XM_024987413_ENSBTAG00000046686_10859_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.XM_024987413#ENSBTAG00000046686#10859#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	ENSBTAG00000046686	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000025593_PAG5_206289_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000025593#PAG5#206289#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_761_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000013786#PAG7#761#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG7	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.NM_001109978_PAG7_177587_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.NM_001109978#PAG7#177587#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG7	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000025593_PAG5_5496_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000025593#PAG5#5496#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_182_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000013786#PAG7#182#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG7	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_4528_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000013786#PAG7#4528#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG7	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
mm10.ENSMUST00000025647_Pga5_15658_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	mm10.ENSMUST00000025647#Pga5#15658#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	Pga5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_8312_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#8312#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	ENSBTAG00000035736	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.NM_176628_PAG19_3933_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.NM_176628#PAG19#3933#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG19	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.NM_176628_PAG19_953_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.NM_176628#PAG19#953#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG19	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000064112_ENSBTAG00000054180_45368_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000064112#ENSBTAG00000054180#45368#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	ENSBTAG00000054180	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
mm10.ENSMUST00000025647_Pga5_16269_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	mm10.ENSMUST00000025647#Pga5#16269#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	Pga5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.NM_176619_PAG8_2084_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.NM_176619#PAG8#2084#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG8	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_39_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000013786#PAG7#39#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG7	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000025593_PAG5_152582_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000025593#PAG5#152582#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_7043_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000013786#PAG7#7043#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG7	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000025597_PAG8_5016_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000025597#PAG8#5016#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG8	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000009701_ENSBTAG00000038506_815_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000009701#ENSBTAG00000038506#815#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	ENSBTAG00000038506	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
mm10.ENSMUST00000025647_Pga5_17149_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	mm10.ENSMUST00000025647#Pga5#17149#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	Pga5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000063428_ENSBTAG00000051196_1364_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000063428#ENSBTAG00000051196#1364#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	ENSBTAG00000051196	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.NM_176625_PAG16_3481_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.NM_176625#PAG16#3481#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG16	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_4734_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000013786#PAG7#4734#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG7	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
mm10.ENSMUST00000025647_Pga5_13832_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	mm10.ENSMUST00000025647#Pga5#13832#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	Pga5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000063428_ENSBTAG00000051196_4331_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000063428#ENSBTAG00000051196#4331#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	ENSBTAG00000051196	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
mm10.ENSMUST00000025647_Pga5_15056_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	mm10.ENSMUST00000025647#Pga5#15056#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	Pga5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000038954_PAG21_234623_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000038954#PAG21#234623#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG21	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
mm10.ENSMUST00000025647_Pga5_23329_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	mm10.ENSMUST00000025647#Pga5#23329#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	Pga5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000027020_ENSBTAG00000035736_291_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000027020#ENSBTAG00000035736#291#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	ENSBTAG00000035736	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
mm10.ENSMUST00000025647_Pga5_16475_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	mm10.ENSMUST00000025647#Pga5#16475#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	Pga5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
mm10.ENSMUST00000025647_Pga5_18147_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	mm10.ENSMUST00000025647#Pga5#18147#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	Pga5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000025593_PAG5_1463_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000025593#PAG5#1463#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
mm10.ENSMUST00000025647_Pga5_10590_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	mm10.ENSMUST00000025647#Pga5#10590#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	Pga5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
mm10.ENSMUST00000025647_Pga5_15709_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	mm10.ENSMUST00000025647#Pga5#15709#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	Pga5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
mm10.ENSMUST00000025647_Pga5_15233_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	mm10.ENSMUST00000025647#Pga5#15233#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	Pga5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
mm10.ENSMUST00000025647_Pga5_119174_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	mm10.ENSMUST00000025647#Pga5#119174#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	Pga5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	10	4
HLbosTau10.ENSBTAT00000005399_PAG11_24708_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000005399#PAG11#24708#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG11	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	10	4
HLbosTau10.ENSBTAT00000013786_PAG7_4897_Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	HLbosTau10.ENSBTAT00000013786#PAG7#4897#Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	PAG7	Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	23	14
hg38.ENST00000312403.10_PGA5_4894_Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	hg38.ENST00000312403.10#PGA5#4894#Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	PGA5	Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	55	38
hg38.ENST00000312403.10_PGA5_1018_Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	hg38.ENST00000312403.10#PGA5#1018#Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	PGA5	Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	55	38
hg38.ENST00000312403.10_PGA5_4645_Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	hg38.ENST00000312403.10#PGA5#4645#Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	PGA5	Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	55	38
hg38.ENST00000312403.10_PGA5_4790_Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	hg38.ENST00000312403.10#PGA5#4790#Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	PGA5	Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	55	38
hg38.ENST00000312403.10_PGA5_38_Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	hg38.ENST00000312403.10#PGA5#38#Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	PGA5	Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	55	38
hg38.ENST00000325558.11_PGA3_40949_Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	hg38.ENST00000325558.11#PGA3#40949#Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	PGA3	Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	55	38
hg38.ENST00000312403.10_PGA5_3824_Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	hg38.ENST00000312403.10#PGA5#3824#Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	PGA5	Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1	55	38
HLbosTau10.ENSBTAT00000013786_PAG7_7046_Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	HLbosTau10.ENSBTAT00000013786#PAG7#7046#Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	PAG7	Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	23	14
hg38.ENST00000312403.10_PGA5_7310_Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	hg38.ENST00000312403.10#PGA5#7310#Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	PGA5	Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	55	38
hg38.ENST00000312403.10_PGA5_1539_Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	hg38.ENST00000312403.10#PGA5#1539#Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	PGA5	Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	55	38
hg38.ENST00000312403.10_PGA5_6817_Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	hg38.ENST00000312403.10#PGA5#6817#Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	PGA5	Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	55	38
hg38.ENST00000312403.10_PGA5_7120_Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	hg38.ENST00000312403.10#PGA5#7120#Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	PGA5	Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	55	38
hg38.ENST00000312403.10_PGA5_2614_Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	hg38.ENST00000312403.10#PGA5#2614#Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	PGA5	Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	55	38
hg38.ENST00000312403.10_PGA5_39_Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	hg38.ENST00000312403.10#PGA5#39#Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	PGA5	Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	55	38
hg38.ENST00000312403.10_PGA5_5730_Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	hg38.ENST00000312403.10#PGA5#5730#Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	PGA5	Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1	55	38
HLbosTau10.NM_176630_PAG21_5064_Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	HLbosTau10.NM_176630#PAG21#5064#Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	PAG21	Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	6	4
HLbosTau10.ENSBTAT00000005384_PAG10_31_Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	HLbosTau10.ENSBTAT00000005384#PAG10#31#Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	PAG10	Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	10	4
HLbosTau10.ENSBTAT00000025517_PAG2_31_Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	HLbosTau10.ENSBTAT00000025517#PAG2#31#Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	PAG2	Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	2	2
HLbosTau10.ENSBTAT00000025567_PAG12_31_Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	HLbosTau10.ENSBTAT00000025567#PAG12#31#Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	PAG12	Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	2	2
HLbosTau10.ENSBTAT00000030188_ENSBTAG00000024611_31_Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	HLbosTau10.ENSBTAT00000030188#ENSBTAG00000024611#31#Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	ENSBTAG00000024611	Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	2	2
HLbosTau10.ENSBTAT00000018996_ENSBTAG00000040257_200992_Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	HLbosTau10.ENSBTAT00000018996#ENSBTAG00000040257#200992#Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	ENSBTAG00000040257	Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	2	2
HLbosTau10.ENSBTAT00000030188_ENSBTAG00000024611_748_Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	HLbosTau10.ENSBTAT00000030188#ENSBTAG00000024611#748#Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	ENSBTAG00000024611	Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	2	2
HLbosTau10.ENSBTAT00000025517_PAG2_13597_Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	HLbosTau10.ENSBTAT00000025517#PAG2#13597#Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	PAG2	Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	2	2
HLbosTau10.ENSBTAT00000025567_PAG12_39091_Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	HLbosTau10.ENSBTAT00000025567#PAG12#39091#Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	PAG12	Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_31_Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	HLbosTau10.ENSBTAT00000013786#PAG7#31#Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	PAG7	Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	2	2
